Code Department;Code Municipality;Department;Municipality;Longitude;Latitude;TOTAL;Urban Area;Rural Area;;
17;17513;Caldas;Pácora;-75.45962126;5.527171733;15325;7430;7895;;
17;17524;Caldas;Palestina;-75.62150256;5.020571168;15555;4963;10592;;
17;17541;Caldas;Pensilvania;-75.16029852;5.383280594;19908;7706;12202;;
17;17614;Caldas;Riosucio;-75.70206971;5.423680913;50775;18077;32698;;
17;17616;Caldas;Risaralda;-75.76721954;5.164508957;10815;4217;6598;;
17;17653;Caldas;Salamina;-75.48722244;5.403024515;19467;11359;8108;;
17;17662;Caldas;Samaná;-74.99225776;5.413086301;20454;5924;14530;;
17;17665;Caldas;San José;-75.79200444;5.081569475;4835;1282;3553;;
17;17777;Caldas;Supía;-75.64966031;5.446842982;28642;13493;15149;;
17;17867;Caldas;Victoria;-74.91115304;5.3174202;10157;4296;5861;;
17;17873;Caldas;Villamaría;-75.5137606;5.043806686;64652;55894;8758;;
17;17877;Caldas;Viterbo;-75.87060986;5.062664236;12734;10705;2029;;
18;18001;Caquetá;Florencia;-75.60856043;1.61792293;168346;147939;20407;;
18;18029;Caquetá;Albania;-75.87837054;1.328522088;4675;2060;2615;;
18;18094;Caquetá;Belén de Los Andaquies;-75.87247395;1.415786446;11021;6753;4268;;
18;18150;Caquetá;Cartagena del Chairá;-74.84719837;1.335134955;30399;15434;14965;;
18;18205;Caquetá;Curillo;-75.91920435;1.033473748;7593;5261;2332;;
18;18247;Caquetá;El Doncello;-75.28356287;1.679872476;19294;13522;5772;;
18;18256;Caquetá;El Paujil;-75.32612346;1.570373283;18036;8858;9178;;
18;18410;Caquetá;La Montañita;-75.43640776;1.479172635;14714;2467;12247;;
18;18460;Caquetá;Milán;-75.50696203;1.290427202;9723;1001;8722;;
18;18479;Caquetá;Morelia;-75.7245814;1.487623369;3698;2007;1691;;
18;18592;Caquetá;Puerto Rico;-75.15748874;1.908935073;26517;14464;12053;;
18;18610;Caquetá;San José del Fragua;-75.9735381;1.33194848;12797;6292;6505;;
18;18753;Caquetá;San Vicente del Caguán;-74.76734058;2.119786131;50719;23432;27287;;
18;18756;Caquetá;Solano;-75.25370431;0.698977525;11214;2782;8432;;
18;18785;Caquetá;Solita;-75.61973409;0.876668003;6216;3672;2544;;
18;18860;Caquetá;Valparaíso;-75.70658353;1.194583032;6887;2336;4551;;
19;19001;Cauca;Popayán;-76.57406468;2.482503391;318059;266561;51498;;
19;19022;Cauca;Almaguer;-76.85592449;1.913360233;18449;1346;17103;;
19;19050;Cauca;Argelia;-77.24945028;2.256754909;26144;2700;23444;;
19;19075;Cauca;Balboa;-77.21589814;2.040478768;21108;5393;15715;;
19;19100;Cauca;Bolívar;-76.96631204;1.837416404;38048;5020;33028;;
19;19110;Cauca;Buenos Aires;-76.64228059;3.01542683;31436;1218;30218;;
19;19130;Cauca;Cajibío;-76.57088427;2.623338254;42014;2202;39812;;
19;19137;Cauca;Caldono;-76.48444786;2.798130826;39946;2174;37772;;
19;19142;Cauca;Caloto;-76.40848704;3.034070778;30181;5297;24884;;
19;19212;Cauca;Corinto;-76.26131419;3.173815457;25286;12880;12406;;
19;19256;Cauca;El Tambo;-76.81077225;2.45137136;53891;3003;50888;;
19;19290;Cauca;Florencia;-77.07253426;1.682522463;5202;1224;3978;;
19;19300;Cauca;Guachené ;-76.39218874;3.134153295;19671;6480;13191;;
19;19318;Cauca;Guapi;-77.88803347;2.572918366;27616;13932;13684;;
19;19355;Cauca;Inzá;-76.06350272;2.549182984;28879;1308;27571;;
19;19364;Cauca;Jambaló;-76.32387818;2.777837347;17841;1895;15946;;
19;19392;Cauca;La Sierra;-76.76320908;2.179322406;10749;1822;8927;;
19;19397;Cauca;La Vega;-76.7788973;2.001109224;24501;1040;23461;;
19;19418;Cauca;López;-77.24769154;2.846715932;18580;1875;16705;;
19;19450;Cauca;Mercaderes;-77.16584432;1.775772495;22688;5953;16735;;
19;19455;Cauca;Miranda;-76.22886987;3.253095405;31360;17930;13430;;
19;19473;Cauca;Morales;-76.62922056;2.754558567;38838;2472;36366;;
19;19513;Cauca;Padilla;-76.31329089;3.220853836;9937;4478;5459;;
19;19517;Cauca;Paez;-75.97196451;2.641366768;45776;2971;42805;;
19;19532;Cauca;Patía;-76.98097859;2.115670227;36848;13781;23067;;
19;19533;Cauca;Piamonte;-76.32576425;1.117197782;8811;2109;6702;;
19;19548;Cauca;Piendamó;-76.52850592;2.641987578;40818;14271;26547;;
19;19573;Cauca;Puerto Tejada;-76.4173078;3.233294127;41615;36266;5349;;
19;19585;Cauca;Puracé;-76.49563894;2.342644047;17272;1697;15575;;
19;19622;Cauca;Rosas;-76.74035187;2.260979699;11475;1087;10388;;
19;19693;Cauca;San Sebastián;-76.7693316;1.838373887;10948;668;10280;;
19;19698;Cauca;Santander de Quilichao;-76.48537029;3.016053901;110445;52246;58199;;
19;19701;Cauca;Santa Rosa;-76.57397297;1.702420284;5339;672;4667;;
19;19743;Cauca;Silvia;-76.37957042;2.611815645;37337;4492;32845;;
19;19760;Cauca;Sotara;-76.61329815;2.253134067;13939;571;13368;;
19;19780;Cauca;Suárez;-76.69344711;2.959701537;31904;6380;25524;;
19;19785;Cauca;Sucre;-76.92627731;2.038251397;9489;1633;7856;;
19;19807;Cauca;Timbío;-76.68423879;2.349976425;35479;14562;20917;;
19;19809;Cauca;Timbiquí;-77.66756524;2.777413702;26100;6266;19834;;
19;19821;Cauca;Toribio;-76.27112721;2.951450409;35218;2441;32777;;
19;19824;Cauca;Totoró;-76.40244251;2.510229193;24558;1319;23239;;
19;19845;Cauca;Villa Rica;-76.45787266;3.177577926;20693;14267;6426;;
20;20001;Cesar;Valledupar;-73.25938931;10.46048122;490075;431794;58281;;
20;20011;Cesar;Aguachica;-73.59902859;8.310336958;109621;95851;13770;;
20;20013;Cesar;Agustín Codazzi;-73.23839617;10.04045799;60768;48157;12611;;
20;20032;Cesar;Astrea;-73.9758638;9.498161108;20120;10468;9652;;
20;20045;Cesar;Becerril;-73.27923167;9.704606116;21611;16123;5488;;
20;20060;Cesar;Bosconia;-73.88876766;9.9750947;40022;37676;2346;;
20;20175;Cesar;Chimichagua;-73.81332845;9.25827144;34169;13721;20448;;
20;20178;Cesar;Chiriguaná;-73.60014444;9.361189611;27694;16576;11118;;
20;20228;Cesar;Curumaní;-73.54098652;9.201810592;37399;26422;10977;;
20;20238;Cesar;El Copey;-73.96271744;10.14952543;30159;22469;7690;;
20;20250;Cesar;El Paso;-73.74178848;9.668470391;37531;6922;30609;;
20;20295;Cesar;Gamarra;-73.74376;8.320449051;14973;9828;5145;;
20;20310;Cesar;González;-73.38003986;8.389604097;4379;1414;2965;;
20;20383;Cesar;La Gloria;-73.80321012;8.619297878;17150;6034;11116;;
20;20400;Cesar;La Jagua de Ibirico;-73.33422791;9.5638873;46722;35513;11209;;
20;20443;Cesar;Manaure;-73.02832046;10.39089864;10047;8389;1658;;
20;20517;Cesar;Pailitas;-73.62581668;8.956033206;18566;13838;4728;;
20;20550;Cesar;Pelaya;-73.66635487;8.688650964;20683;14363;6320;;
20;20570;Cesar;Pueblo Bello;-73.58901062;10.4150616;27007;8556;18451;;
20;20614;Cesar;Río de Oro;-73.3863952;8.292287384;16837;7859;8978;;
20;20621;Cesar;La Paz;-73.17136291;10.38748954;27759;19622;8137;;
20;20710;Cesar;San Alberto;-73.39422534;7.76082642;26247;20857;5390;;
20;20750;Cesar;San Diego;-73.18121808;10.33303286;19022;10517;8505;;
20;20770;Cesar;San Martín;-73.51097518;7.999895459;26674;14370;12304;;
20;20787;Cesar;Tamalameque;-73.8121728;8.861724986;15339;6072;9267;;
23;23001;Córdoba ;Montería;-75.87557791;8.745132591;490935;388499;102436;;
23;23068;Córdoba ;Ayapel;-75.14629076;8.314446629;46968;27626;19342;;
23;23079;Córdoba ;Buenavista;-75.48089871;8.221165554;21078;7755;13323;;
23;23090;Córdoba ;Canalete;-76.24139652;8.786944523;15353;3840;11513;;
23;23162;Córdoba ;Cereté;-75.79621652;8.888611812;105815;59224;46591;;
23;23168;Córdoba ;Chimá;-75.62689551;9.149480457;17529;3817;13712;;
23;23182;Córdoba ;Chinú;-75.39971962;9.105294089;47917;20083;27834;;
23;23189;Córdoba ;Ciénaga de Oro;-75.62078664;8.875502246;59086;22469;36617;;
23;23300;Córdoba ;Cotorra;-75.79914949;9.037088051;19041;5939;13102;;
23;23350;Córdoba ;La Apartada;-75.33901631;8.05245366;14866;11380;3486;;
23;23417;Córdoba ;Lorica;-75.8159954;9.240855143;113909;53420;60489;;
23;23419;Córdoba ;Los Córdobas;-76.35519288;8.892168997;18717;3768;14949;;
23;23464;Córdoba ;Momil;-75.67796062;9.240711917;19590;11825;7765;;
23;23466;Córdoba ;Montelíbano;-75.41681813;7.973777244;81641;61589;20052;;
23;23500;Córdoba ;Moñitos;-76.12939619;9.245280293;29833;6325;23508;;
23;23555;Córdoba ;Planeta Rica;-75.58324299;8.408202562;64205;41228;22977;;
23;23570;Córdoba ;Pueblo Nuevo;-75.50797138;8.504003297;35655;10167;25488;;
23;23574;Córdoba ;Puerto Escondido;-76.26041108;9.005372178;23649;4209;19440;;
23;23580;Córdoba ;Puerto Libertador;-75.67179975;7.888834815;41873;13220;28653;;
23;23586;Córdoba ;Purísima;-75.72488526;9.239299079;17206;7217;9989;;
23;23660;Córdoba ;Sahagún;-75.4459203;8.943125416;107636;53725;53911;;
23;23670;Córdoba ;San Andrés Sotavento;-75.5088939;9.145162943;48610;9750;38860;;
23;23672;Córdoba ;San Antero;-75.76077297;9.376217345;33878;15995;17883;;
23;23675;Córdoba ;San Bernardo del Viento;-75.95474387;9.352301989;37007;9091;27916;;
23;23678;Córdoba ;San Carlos;-75.69884549;8.799106592;26954;4629;22325;;
23;23682;Córdoba ;San José de Uré(1);-75.5331329;7.78718515;13345;5160;8185;;
23;23686;Córdoba ;San Pelayo;-75.83512552;8.958010321;51838;9105;42733;;
23;23807;Córdoba ;Tierralta;-76.05969659;8.170378684;92349;42254;50095;;
23;23815;Córdoba ;Tuchín;-75.55445092;9.186965875;52606;7576;45030;;
23;23855;Córdoba ;Valencia;-76.15071869;8.255016584;35694;16434;19260;;
25;25001;Cundinamarca;Agua de Dios;-74.66921778;4.375312017;11685;9113;2572;;
25;25019;Cundinamarca;Albán;-74.43826109;4.878022123;6438;1715;4723;;
25;25035;Cundinamarca;Anapoima;-74.52851753;4.562956175;14519;5801;8718;;
25;25040;Cundinamarca;Anolaima;-74.46384203;4.761695213;13816;4327;9489;;
25;25053;Cundinamarca;Arbeláez;-74.41482562;4.272481672;10860;4326;6534;;
25;25086;Cundinamarca;Beltrán;-74.7418023;4.802811459;1789;362;1427;;
25;25095;Cundinamarca;Bituima;-74.53961893;4.872234339;2467;451;2016;;
25;25099;Cundinamarca;Bojacá;-74.34849164;4.741758118;9913;7680;2233;;
25;25120;Cundinamarca;Cabrera;-74.48418723;3.98461914;4722;1114;3608;;
25;25123;Cundinamarca;Cachipay;-74.4357071;4.730954629;9972;3511;6461;;
25;25126;Cundinamarca;Cajicá;-74.02345397;4.920809059;82244;54111;28133;;
25;25148;Cundinamarca;Caparrapí;-74.49111956;5.347943295;12569;3083;9486;;
25;25151;Cundinamarca;Caqueza;-73.9464742;4.40410106;17099;7552;9547;;
25;25154;Cundinamarca;Carmen de Carupa;-73.90157376;5.349115758;7580;2093;5487;;
25;25168;Cundinamarca;Chaguaní;-74.59345529;4.948915827;4182;952;3230;;
25;25175;Cundinamarca;Chía;-74.05034682;4.866065424;132181;105509;26672;;
25;25178;Cundinamarca;Chipaque;-74.04487563;4.442671017;9467;2697;6770;;
25;25181;Cundinamarca;Choachí;-73.92289448;4.527047921;10961;4160;6801;;
25;25183;Cundinamarca;Chocontá;-73.68352344;5.145223894;20568;10554;10014;;
25;25200;Cundinamarca;Cogua;-73.97849669;5.061841798;22067;7653;14414;;
25;25214;Cundinamarca;Cota;-74.10272646;4.812987769;32691;20462;12229;;
25;25224;Cundinamarca;Cucunubá;-73.76621533;5.249767987;7626;1131;6495;;
25;25245;Cundinamarca;El Colegio;-74.44255169;4.579459662;23886;10251;13635;;
25;25258;Cundinamarca;El Peñón;-74.29128594;5.249141171;4681;577;4104;;
25;25260;Cundinamarca;El Rosal;-74.26366739;4.852214275;22065;18958;3107;;
25;25269;Cundinamarca;Facatativá;-74.35022793;4.813064178;139441;125348;14093;;
25;25279;Cundinamarca;Fomeque;-73.89252259;4.485474345;11986;5203;6783;;
25;25281;Cundinamarca;Fosca;-73.93902036;4.339092845;5784;1367;4417;;
25;25286;Cundinamarca;Funza;-74.211525;4.712763015;93154;90671;2483;;
25;25288;Cundinamarca;Fúquene;-73.79585543;5.404040766;4904;168;4736;;
25;25290;Cundinamarca;Fusagasugá;-74.36633393;4.338480851;138498;114722;23776;;
25;25293;Cundinamarca;Gachala;-73.52016136;4.693578672;4436;1546;2890;;
25;25295;Cundinamarca;Gachancipá;-73.87346922;4.990918172;17026;11252;5774;;
25;25297;Cundinamarca;Gachetá;-73.63700651;4.817022162;8425;3388;5037;;
25;25299;Cundinamarca;Gama;-73.61102894;4.7633382;3120;710;2410;;
25;25307;Cundinamarca;Girardot;-74.79779459;4.313078337;101018;95427;5591;;
25;25312;Cundinamarca;Granada;-74.35076611;4.519763473;7179;1840;5339;;
25;25317;Cundinamarca;Guachetá;-73.68709822;5.383741192;13285;5928;7357;;
25;25320;Cundinamarca;Guaduas;-74.60295627;5.071870533;30524;13614;16910;;
25;25322;Cundinamarca;Guasca;-73.87714344;4.866719147;15348;6121;9227;;
25;25324;Cundinamarca;Guataquí;-74.78996878;4.517417235;2848;1204;1644;;
25;25326;Cundinamarca;Guatavita;-73.83287404;4.934139703;6325;2212;4113;;
25;25328;Cundinamarca;Guayabal de Siquima;-74.46743733;4.877968134;4444;1018;3426;;
25;25335;Cundinamarca;Guayabetal;-73.81509376;4.215296629;6232;1967;4265;;
25;25339;Cundinamarca;Gutiérrez;-74.0030419;4.254678867;3410;983;2427;;
25;25368;Cundinamarca;Jerusalén;-74.69541923;4.562308267;2281;800;1481;;
25;25372;Cundinamarca;Junín;-73.66292455;4.790379974;5823;833;4990;;
25;25377;Cundinamarca;La Calera;-73.96974496;4.720344521;29868;13470;16398;;
25;25386;Cundinamarca;La Mesa;-74.46154474;4.631044239;32694;16854;15840;;
25;25394;Cundinamarca;La Palma;-74.39102017;5.358816711;9467;4125;5342;;
25;25398;Cundinamarca;La Peña;-74.39308873;5.200211147;5911;1023;4888;;
25;25402;Cundinamarca;La Vega;-74.33113821;4.993077034;16986;6213;10773;;
25;25407;Cundinamarca;Lenguazaque;-73.71149354;5.306143499;10080;2798;7282;;
25;25426;Cundinamarca;Macheta;-73.608325;5.080198921;6124;1584;4540;;
25;25430;Cundinamarca;Madrid;-74.26562577;4.736129766;112254;102710;9544;;
25;25436;Cundinamarca;Manta;-73.54050247;5.009058389;3737;990;2747;;
25;25438;Cundinamarca;Medina;-73.34912272;4.50661493;8014;4103;3911;;
25;25473;Cundinamarca;Mosquera;-74.23177508;4.711371201;130221;128012;2209;;
25;25483;Cundinamarca;Nariño;-74.82473179;4.399836799;2333;1641;692;;
25;25486;Cundinamarca;Nemocón;-73.87962974;5.067364638;13171;6389;6782;;
25;25488;Cundinamarca;Nilo;-74.61996587;4.305801421;10819;2752;8067;;
25;25489;Cundinamarca;Nimaima;-74.38600738;5.126026248;3589;685;2904;;
25;25491;Cundinamarca;Nocaima;-74.37772796;5.068933019;6092;1918;4174;;
25;25506;Cundinamarca;Venecia;-74.47817821;4.088960943;4218;1202;3016;;
25;25513;Cundinamarca;Pacho;-74.15611662;5.136942297;24413;12714;11699;;
25;25518;Cundinamarca;Paime;-74.15221288;5.37048741;4186;507;3679;;
25;25524;Cundinamarca;Pandi;-74.48664128;4.190392561;4973;1097;3876;;
25;25530;Cundinamarca;Paratebueno;-73.21282724;4.374832781;8328;3455;4873;;
25;25535;Cundinamarca;Pasca;-74.30545993;4.309854412;9105;2763;6342;;
25;25572;Cundinamarca;Puerto Salgar;-74.6528007;5.464956044;15453;11082;4371;;
25;25580;Cundinamarca;Pulí;-74.71447646;4.681785104;3327;679;2648;;
25;25592;Cundinamarca;Quebradanegra;-74.48014501;5.118071005;4724;426;4298;;
25;25594;Cundinamarca;Quetame;-73.86311388;4.329825602;5072;1358;3714;;
25;25596;Cundinamarca;Quipile;-74.53370501;4.744809893;6291;656;5635;;
25;25599;Cundinamarca;Apulo;-74.59380454;4.520347219;8192;3539;4653;;
25;25612;Cundinamarca;Ricaurte;-74.78454297;4.293949747;12881;6867;6014;;
25;25645;Cundinamarca;San Antonio del Tequendama;-74.35144269;4.616138045;11870;907;10963;;
25;25649;Cundinamarca;San Bernardo;-74.42296242;4.179432363;8487;3488;4999;;
25;25653;Cundinamarca;San Cayetano;-74.02475397;5.332937545;4846;601;4245;;
25;25658;Cundinamarca;San Francisco;-74.28967198;4.97291694;10755;4384;6371;;
25;25662;Cundinamarca;San Juan de Río Seco;-74.62191472;4.847575999;8181;2986;5195;;
25;25718;Cundinamarca;Sasaima;-74.43262795;4.962166987;10711;2555;8156;;
25;25736;Cundinamarca;Sesquilé;-73.79612783;5.044729613;11423;3425;7998;;
25;25740;Cundinamarca;Sibaté;-74.25899225;4.489763593;33491;23644;9847;;
25;25743;Cundinamarca;Silvania;-74.40552821;4.381941157;21625;6881;14744;;
25;25745;Cundinamarca;Simijaca;-73.85032035;5.505428098;12847;7407;5440;;
25;25754;Cundinamarca;Soacha;-74.21452753;4.585491658;660179;655025;5154;;
25;25758;Cundinamarca;Sopó;-73.94577489;4.906330809;25782;17435;8347;;
25;25769;Cundinamarca;Subachoque;-74.17270846;4.929079289;15690;7250;8440;;
25;25772;Cundinamarca;Suesca;-73.79828978;5.103516839;17021;7443;9578;;
25;25777;Cundinamarca;Supatá;-74.23540301;5.061619547;5203;1638;3565;;
25;25779;Cundinamarca;Susa;-73.81400325;5.454868004;6454;2175;4279;;
25;25781;Cundinamarca;Sutatausa;-73.85315889;5.247482313;5887;1885;4002;;
25;25785;Cundinamarca;Tabio;-74.09618339;4.917202192;21665;6317;15348;;
25;25793;Cundinamarca;Tausa;-73.88647267;5.196555039;8067;1370;6697;;
25;25797;Cundinamarca;Tena;-74.38953312;4.655339153;9567;596;8971;;
25;25799;Cundinamarca;Tenjo;-74.14395621;4.871960537;21935;8624;13311;;
25;25805;Cundinamarca;Tibacuy;-74.45234352;4.348314659;4335;549;3786;;
25;25807;Cundinamarca;Tibirita;-73.50451403;5.052277838;3158;520;2638;;
25;25815;Cundinamarca;Tocaima;-74.63630492;4.459270864;15735;9589;6146;;
25;25817;Cundinamarca;Tocancipá;-73.91209121;4.964786354;39996;15355;24641;;
25;25823;Cundinamarca;Topaipí;-74.30268797;5.33597335;4139;674;3465;;
25;25839;Cundinamarca;Ubalá;-73.53397993;4.743901408;7717;1432;6285;;
25;25841;Cundinamarca;Ubaque;-73.93346087;4.483802095;6727;1094;5633;;
25;25843;Cundinamarca;Villa de San Diego de Ubate;-73.81434634;5.307540984;42558;31042;11516;;
25;25845;Cundinamarca;Une;-74.02518226;4.402450393;6945;3618;3327;;
25;25851;Cundinamarca;Útica;-74.48312029;5.190590104;4246;2406;1840;;
25;25862;Cundinamarca;Vergara;-74.34636043;5.117304568;6847;1213;5634;;
25;25867;Cundinamarca;Vianí;-74.56132662;4.875205217;4339;1449;2890;;
25;25871;Cundinamarca;Villagómez;-74.19514546;5.273023755;1758;610;1148;;
25;25873;Cundinamarca;Villapinzón;-73.59535467;5.216438372;17187;6373;10814;;
25;25875;Cundinamarca;Villeta;-74.46970495;5.012790639;26873;17985;8888;;
25;25878;Cundinamarca;Viotá;-74.52316032;4.439355814;13234;4286;8948;;
25;25885;Cundinamarca;Yacopí;-74.33802435;5.459290341;12322;2848;9474;;
25;25898;Cundinamarca;Zipacón;-74.37959142;4.759924886;4659;1228;3431;;
25;25899;Cundinamarca;Zipaquirá;-73.99447124;5.025471685;130537;106461;24076;;
27;27001;Chocó;Quibdó;-76.62596936;5.692195187;129237;113124;16113;;
27;27006;Chocó;Acandí;-77.28009788;8.511405952;13999;6895;7104;;
27;27025;Chocó;Alto Baudo;-76.97439919;5.516309869;27584;3356;24228;;
27;27050;Chocó;Atrato;-76.63503746;5.531373511;6063;2858;3205;;
27;27073;Chocó;Bagadó;-76.41529299;5.41055496;11011;2589;8422;;
27;27075;Chocó;Bahía Solano;-77.40275035;6.22224546;10123;6172;3951;;
27;27077;Chocó;Bajo Baudó;-77.36540999;4.954626672;29957;7041;22916;;
27;27099;Chocó;Bojaya;-76.88346949;6.556257444;12073;1158;10915;;
27;27135;Chocó;El Cantón del San Pablo;-76.72685005;5.33533532;6116;2844;3272;;
27;27150;Chocó;Carmen del Darien;-76.97071697;7.158402966;18433;2276;16157;;
27;27160;Chocó;Cértegui;-76.60802121;5.37041379;5635;3321;2314;;
27;27205;Chocó;Condoto;-76.65068266;5.091003208;12663;9696;2967;;
27;27245;Chocó;El Carmen de Atrato;-76.14222986;5.899751361;8193;2510;5683;;
27;27250;Chocó;El Litoral del San Juan;-77.35983784;4.256766706;21669;1843;19826;;
27;27361;Chocó;Istmina;-76.68518032;5.153946496;30742;22258;8484;;
27;27372;Chocó;Juradó;-77.76275092;7.103619083;6685;2511;4174;;
27;27413;Chocó;Lloró;-76.54521063;5.498150801;9786;3376;6410;;
27;27425;Chocó;Medio Atrato;-76.78241422;5.994835471;10672;944;9728;;
27;27430;Chocó;Medio Baudó;-76.94960604;5.193563954;15109;2307;12802;;
27;27450;Chocó;Medio San Juan;-76.69335794;5.100240747;10579;2622;7957;;
27;27491;Chocó;Nóvita;-76.60711814;4.956097009;9153;3498;5655;;
27;27495;Chocó;Nuquí;-77.26290346;5.711957236;16223;1685;14538;;
27;27580;Chocó;Río Iro;-76.47292479;5.186299794;5467;1539;3928;;
27;27600;Chocó;Río Quito;-76.74101656;5.483727751;8236;2335;5901;;
27;27615;Chocó;Riosucio;-77.11310959;7.436631552;53449;14299;39150;;
27;27660;Chocó;San José del Palmar;-76.23284882;4.89759308;5114;1355;3759;;
27;27745;Chocó;Sipí;-76.64440389;4.651204152;3174;742;2432;;
27;27787;Chocó;Tadó;-76.55876602;5.264139949;18011;10753;7258;;
27;27800;Chocó;Unguía;-77.09175303;8.042760782;12854;4343;8511;;
27;27810;Chocó;Unión Panamericana;-76.62840607;5.281095852;6816;2944;3872;;
41;41001;Huila;Neiva;-75.27772259;2.935604415;357392;335994;21398;;
41;41006;Huila;Acevedo;-75.88853156;1.805263228;24774;4640;20134;;
41;41013;Huila;Agrado;-75.77190358;2.259729394;8800;5664;3136;;
41;41016;Huila;Aipe;-75.23903118;3.223597562;16163;10553;5610;;
41;41020;Huila;Algeciras;-75.31537288;2.522447597;22481;10806;11675;;
41;41026;Huila;Altamira;-75.7883629;2.063710886;4275;2425;1850;;
41;41078;Huila;Baraya;-75.05427025;3.153198541;8338;3975;4363;;
41;41132;Huila;Campoalegre;-75.32573546;2.686827401;31087;23787;7300;;
41;41206;Huila;Colombia;-74.80281318;3.376977129;7285;2205;5080;;
41;41244;Huila;Elías;-75.93801084;2.012697094;4211;1439;2772;;
41;41298;Huila;Garzón;-75.62769374;2.196994421;72382;38923;33459;;
41;41306;Huila;Gigante;-75.54121989;2.388235625;24583;9766;14817;;
41;41319;Huila;Guadalupe;-75.75502825;2.025157323;17890;5497;12393;;
41;41349;Huila;Hobo;-75.45115097;2.582867976;7286;5639;1647;;
41;41357;Huila;Iquira;-75.63449748;2.64935907;9248;2652;6596;;
41;41359;Huila;Isnos;-76.21763745;1.92946706;25186;6148;19038;;
41;41378;Huila;La Argentina;-75.97976842;2.198246252;12866;4796;8070;;
41;41396;Huila;La Plata;-75.89145131;2.389646694;61026;25791;35235;;
41;41483;Huila;Nátaga;-75.80878532;2.545352901;6469;2648;3821;;
41;41503;Huila;Oporapa;-75.99517781;2.025054002;11629;2355;9274;;
41;41518;Huila;Paicol;-75.77299232;2.449548949;6583;2775;3808;;
41;41524;Huila;Palermo;-75.43371912;2.888406236;26279;12475;13804;;
41;41530;Huila;Palestina;-76.13312235;1.723444181;11159;1755;9404;;
41;41548;Huila;Pital;-75.80400492;2.266679376;13787;4892;8895;;
41;41551;Huila;Pitalito;-76.0487449;1.852578355;124359;73319;51040;;
41;41615;Huila;Rivera;-75.25854672;2.777570516;24312;11720;12592;;
41;41660;Huila;Saladoblanco;-76.04414126;1.992494881;10444;1844;8600;;
41;41668;Huila;San Agustín;-76.27035968;1.881081298;33028;11158;21870;;
41;41676;Huila;Santa María;-75.58611594;2.939755223;10405;2527;7878;;
41;41770;Huila;Suaza;-75.7950558;1.97584609;21853;4507;17346;;
41;41791;Huila;Tarqui;-75.82357508;2.111321102;17440;5499;11941;;
41;41797;Huila;Tesalia;-75.72984017;2.486050264;10697;5317;5380;;
41;41799;Huila;Tello;-75.13877304;3.067538095;11800;5173;6627;;
41;41801;Huila;Teruel;-75.56703425;2.740968416;8052;4270;3782;;
41;41807;Huila;Timaná;-75.932087;1.974224443;21799;7883;13916;;
41;41872;Huila;Villavieja;-75.21724434;3.22076759;7288;2459;4829;;
41;41885;Huila;Yaguará;-75.51802329;2.664694213;7730;6421;1309;;
44;44001;La Guajira;Riohacha;-72.91148891;11.52875138;188014;126103;61911;;
44;44035;La Guajira;Albania;-72.59852163;11.15748865;29148;15783;13365;;
44;44078;La Guajira;Barrancas;-72.79357567;10.95866671;35743;15818;19925;;
44;44090;La Guajira;Dibulla;-73.30761979;11.2715694;37740;4884;32856;;
44;44098;La Guajira;Distracción;-72.88739268;10.89847259;13016;5871;7145;;
44;44110;La Guajira;El Molino;-72.92674334;10.65350251;7185;6383;802;;
44;44279;La Guajira;Fonseca;-72.84666224;10.88430067;42772;35754;7018;;
44;44378;La Guajira;Hatonuevo;-72.75901658;11.06874303;20044;11905;8139;;
44;44420;La Guajira;La Jagua del Pilar;-73.07167902;10.51021405;3498;2162;1336;;
44;44430;La Guajira;Maicao;-72.24190502;11.37832678;170582;103354;67228;;
44;44560;La Guajira;Manaure;-72.43966737;11.77405659;83072;8625;74447;;
44;44650;La Guajira;San Juan del Cesar;-73.00059321;10.76957868;46953;30385;16568;;
44;44847;La Guajira;Uribia;-72.26476063;11.71464582;163462;7698;155764;;
44;44855;La Guajira;Urumita;-73.01250679;10.56016864;10985;9423;1562;;
44;44874;La Guajira;Villanueva;-72.97762278;10.60881169;28346;26488;1858;;
47;47001;Magdalena;Santa Marta;-74.19089412;11.2294335;499192;455299;43893;;
47;47030;Magdalena;Algarrobo;-74.06113245;10.18803886;15511;10096;5415;;
47;47053;Magdalena;Aracataca;-74.18676284;10.58980001;39857;23623;16234;;
47;47058;Magdalena;Ariguaní;-74.23649889;9.847057076;30218;19075;11143;;
47;47161;Magdalena;Cerro San Antonio;-74.868473;10.32565943;9890;5365;4525;;
47;47170;Magdalena;Chivolo;-74.62313794;10.02684116;21862;13782;8080;;
47;47189;Magdalena;Ciénaga;-74.24128616;11.00665688;120071;104999;15072;;
47;47205;Magdalena;Concordia;-74.8330299;10.25731061;10505;4177;6328;;
47;47245;Magdalena;El Banco;-73.97428121;9.008733009;65457;41881;23576;;
47;47258;Magdalena;El Piñon;-74.82329109;10.40309454;22530;7445;15085;;
47;47268;Magdalena;El Retén;-74.2684561;10.61066766;19697;15549;4148;;
47;47288;Magdalena;Fundación;-74.19134346;10.5140924;66433;56814;9619;;
47;47318;Magdalena;Guamal;-74.22369928;9.144385832;26620;8437;18183;;
47;47460;Magdalena;Nueva Granada;-74.39223564;9.801547971;19663;8132;11531;;
47;47541;Magdalena;Pedraza;-74.91545773;10.18820578;9196;3017;6179;;
